ACTIVE_INGREDIENTS,PRODUCT_NAME,RANKING,PROMOTION_FROM,PROMOTION_TO,PROMOTION_PRICE,REGULAR_PRICE,,NOTES:
PARACETAMOL,FEVERPAIN GREEN BOXED,,,,,10.42,,
PARACETAMOL,FEVERPAIN GREEN UNBOXED,,,,,10.42,,
PARACETAMOL,GO-PAIN,,,,,10.42,,
PARACETAMOL,PAINAMOL,,,,,10.42,,
PARACETAMOL,PAINBLOK (GLASS),,,,,10.42,,
PARACETAMOL,PAINBLOK (PLASTIC),,,,,10.42,,
PARACETAMOL,PANADO A & SF,,,,,10.42,,
PARACETAMOL,PANADO PAED SYRUP,,,,,10.42,,
PARACETAMOL,PANADO STRAWBERRY,,,,,10.42,,
PARACETAMOL,PYRALEN,,,,,10.42,,
PARACETAMOL,WOODWARDS PARACETAMOL,,,,,10.42,,
PARACETAMOL,CETAFUSE,,,,,37,,
PARACETAMOL,FEBRAMOL (NAMIBIA ONLY),,,,,37,,
PARACETAMOL,FEBRAMOL (NAMIBIA ONLY),,,,,37,,
PARACETAMOL,INFULGAN,,,,,37,,
PARACETAMOL,INFULGAN 20ML,,,,,37,,
PARACETAMOL,INTRAMOL,,,,,37,,
PARACETAMOL,PARACETAMOL BIOTECH,,,,,37,,
PARACETAMOL,PARACETAMOL FRESENIUS,,,,,37,,
PARACETAMOL,PARACETAMOL FRESENIUS,,,,,37,,
PARACETAMOL,PARASPEN,,,,,37,,
PARACETAMOL,PERFALGAN,,,,,37,,
PARACETAMOL/ATROPINE/CAFFEINE/VIT C,COLSTAT,,,,,39.18,,
PARACETAMOL/ATROPINE/CAFFEINE/VIT C,FAMUCAPS,,,,,39.18,,
PARACETAMOL/COD/CAFF/DIPHENHYDRAMINE,LENADOL,,,,,19.9,,
PARACETAMOL/COD/CAFF/DIPHENHYDRAMINE,PROPAIN,,,,,19.9,,
PARACETAMOL/COD/CAFF/DIPHENHYDRAMINE,TENSOLVE,,,,,19.9,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,ACURATE,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,ADCO-PAXIDAL,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,CODOXOL,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,DOXY CO,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,LENAPAIN,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,NOMOPAIN,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,PHARMADOL,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,RESDOL,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,SEDAPAIN,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,SEDINOL,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,SYNDOL,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,TENSODOL,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,TENSOPYN,,,,,15.5,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,ADCO-DOL,,,,,14.45,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,PYNSTOP,,,,,14.45,,
PARACETAMOL/COD/CAFF/DOXYLAMINE,TENSOPYN,,,,,14.45,,
PARACETAMOL/COD/CAFF/MEPROBAMATE,ADCO-SALTERPYN,,,,,71.74,,
PARACETAMOL/COD/CAFF/MEPROBAMATE,ANTIPYN FORTE,,,,,71.74,,
PARACETAMOL/COD/CAFF/MEPROBAMATE,DYNAPAYNE,,,,,71.74,,
PARACETAMOL/COD/CAFF/MEPROBAMATE,GOLDGESIC,,,,,71.74,,
PARACETAMOL/COD/CAFF/MEPROBAMATE,GO-PAIN,,,,,71.74,,
PARACETAMOL/COD/CAFF/MEPROBAMATE,HOPYN,,,,,71.74,,
PARACETAMOL/COD/CAFF/MEPROBAMATE,NUCOPAIN,,,,,71.74,,
PARACETAMOL/COD/CAFF/MEPROBAMATE,SPECTRAPAIN FORTE,,,,,71.74,,
PARACETAMOL/COD/CAFF/MEPROBAMATE,STILPANE,,,,,71.74,,
PARACETAMOL/CODEINE,CODOROL,,,,,51.89,,
PARACETAMOL/CODEINE,COGESIC,,,,,51.89,,
PARACETAMOL/CODEINE,DINO-COD,,,,,51.89,,
PARACETAMOL/CODEINE,DOLOROL FORTE,,,,,51.89,,
PARACETAMOL/CODEINE,GIGAPYN (NAMIBIA ONLY),,,,,51.89,,
PARACETAMOL/CODEINE,PAINAMOL PLUS,,,,,51.89,,
PARACETAMOL/CODEINE,PAINCODEIN,,,,,51.89,,
PARACETAMOL/CODEINE,PAINCODEIN,,,,,51.89,,
PARACETAMOL/CODEINE,PARAFIZZ CO,,,,,51.89,,
PARACETAMOL/CODEINE,PARAGRIP C,,,,,51.89,,
PARACETAMOL/CODEINE,ROCODIN,,,,,51.89,,
PARACETAMOL/CODEINE,VARIPAN CO,,,,,51.89,,
PARACETAMOL/CODEINE,KODAPON,,,,,382.11,,
PARACETAMOL/CODEINE,NAPACOD,,,,,382.11,,
PARACETAMOL/CODEINE,PARACETACOD,,,,,382.11,,
PARACETAMOL/CODEINE/PROMETHAZINE,ADCO-KIDDIPAYNE,,,,,14.73,,
PARACETAMOL/CODEINE/PROMETHAZINE,BAN PAIN,,,,,14.73,,
PARACETAMOL/CODEINE/PROMETHAZINE,GOLDGESIC,,,,,14.73,,
PARACETAMOL/CODEINE/PROMETHAZINE,GO-PAIN,,,,,14.73,,
PARACETAMOL/CODEINE/PROMETHAZINE,INFAPAIN FORTE,,,,,14.73,,
PARACETAMOL/CODEINE/PROMETHAZINE,LENTOGESIC,,,,,14.73,,
PARACETAMOL/CODEINE/PROMETHAZINE,PAINAGON,,,,,14.73,,
PARACETAMOL/CODEINE/PROMETHAZINE,PYNMED,,,,,14.73,,
PARACETAMOL/CODEINE/PROMETHAZINE,SALTERPYN,,,,,14.73,,
PARACETAMOL/CODEINE/PROMETHAZINE,STILPANE,,,,,14.73,,
PARACETAMOL/CODEINE/PROMETHAZINE,STOPAYNE,,,,,14.73,,
PARACETAMOL/EPHEDRINE/CHLORP/CAFF,COLCLEER,,,,,14.7,,
PARACETAMOL/EPHEDRINE/CHLORP/CAFF,FLUSIN,,,,,14.7,,
PARACETAMOL/EPHEDRINE/CHLORP/CAFF,FLUSIN,,,,,14.7,,
PARACETAMOL/EPHEDRINE/CHLORP/CAFF,SINUCON,,,,,14.7,,
PARACETAMOL/EPHEDRINE/CHLORP/CAFF,SINUEND,,,,,14.7,,
PARACETAMOL/IBUPROFEN,DENTOPAIN,,,,,45.9,,
PARACETAMOL/IBUPROFEN,IBUPAIN BLISTER,,,,,45.9,,
PARACETAMOL/IBUPROFEN,MYPAID,,,,,45.9,,
PARACETAMOL/IBUPROFEN,PANADO PLUS,,,,,45.9,,
PARACETAMOL/IBUPROFEN,IBUMOL BANANA,,,,,55.2,,
PARACETAMOL/IBUPROFEN,IBUMOL GRAPE,,,,,55.2,,
PARACETAMOL/IBUPROFEN,LOTEM,,,,,55.2,,
PARACETAMOL/IBUPROFEN/CODEINE,CIPYNE,,,,,53.02,,
PARACETAMOL/IBUPROFEN/CODEINE,DENTOPAIN FORTE,,,,,53.02,,
PARACETAMOL/IBUPROFEN/CODEINE,GEN-PAYNE,,,,,53.02,,
PARACETAMOL/IBUPROFEN/CODEINE,IBUPAIN FORTE,,,,,53.02,,
PARACETAMOL/IBUPROFEN/CODEINE,IBUPAIN FORTE BLISTER,,,,,53.02,,
PARACETAMOL/IBUPROFEN/CODEINE,MYBULEN CAP,,,,,53.02,,
PARACETAMOL/IBUPROFEN/CODEINE,MYPRODOL,,,,,53.02,,
PARACETAMOL/ORPHENADRINE,BESEMAX,,,,,31.25,,
PARACETAMOL/ORPHENADRINE,BETAFLEX NC,,,,,31.25,,
PARACETAMOL/ORPHENADRINE,NORFLEX CO,,,,,31.25,,
PARACETAMOL/ORPHENADRINE,UNIFLEX,,,,,31.25,,
PARACETAMOL/PHENYLPROPANOLAMINE,SINUCLEAR,,,,,27.21,,
PARACETAMOL/PHENYLPROPANOLAMINE,SINUSTAT,,,,,27.21,,
PARACETAMOL/PSEUDOEPHEDRINE,FLUSIN SINUS,,,,,45.43,,
PARACETAMOL/PSEUDOEPHEDRINE,SINUGESIC,,,,,45.43,,
PARACETAMOL/PSEUDOEPHEDRINE,SINUMAX NON DROWSY,,,,,45.43,,
PARACETAMOL/PSEUDOEPHEDRINE,SINUTAB SINUS PAIN NON-DROWSY,,,,,45.43,,
PARACETAMOL/TRIPROLIDINE/PSEUDOEPH,ACUFLU AF,,,,,16.63,,
PARACETAMOL/TRIPROLIDINE/PSEUDOEPH,ADCO-FLUPAIN,,,,,16.63,,
PARACETAMOL/TRIPROLIDINE/PSEUDOEPH,SINUCLEAR PAED AF,,,,,16.63,,
PARACETAMOL/VIT C/CAFF/PHENYL/CHORP,DEGORAN,,,,,31.15,,
PARACETAMOL/VIT C/CAFF/PHENYL/CHORP,FLUSTAT,,,,,31.15,,
PARACETAMOL/VIT C/CAFF/PHENYL/CHORP,GRIPPON,,,,,31.15,,
PARACETAMOL/VIT C/CAFF/PHENYL/CHORP,ILVICO (COLDVICO),,,,,31.15,,
PARACETAMOL/VIT C/CAFF/PHENYL/CHORP,SINUSTAT FLU,,,,,31.15,,
PAROXETINE,ADCO-PAROXETINE,,,,,164.65,,
PAROXETINE,AURO PAROXETINE,,,,,164.65,,
PAROXETINE,AUSTELL-PAROXETINE,,,,,164.65,,
PAROXETINE,DEPAROC,,,,,164.65,,
PAROXETINE,PARAX,,,,,164.65,,
PAROXETINE,PAROXETINE UNICORN,,,,,164.65,,
PAROXETINE,PAXIL,,,,,164.65,,
PAROXETINE,SERRAPRESS,,,,,164.65,,
PAROXETINE,TEXINE,,,,,164.65,,
PAROXETINE,XET,,,,,164.65,,
PEMETREXED*,ALIMTA,,,,,1 838.86,,
PEMETREXED*,PEMETREXED ACCORD,,,,,1 838.86,,
PEMETREXED*,ALIMTA,,,,,12 733.04,,
PEMETREXED*,PEMETREXED ACCORD,,,,,12 733.04,,
PEMETREXED*,PEMJECT,,,,,12 733.04,,
PEMETREXED*,PEMJECT,,,,,12 733.04,,
PEMETREXED*,PEXITAZ,,,,,12 733.04,,
PEMETREXED*,TEREXTA,,,,,12 733.04,,
PENTAZOCINE*,PENTAZOCINE-FRESENIUS,,,,,274.51,,
PENTAZOCINE*,SOSENOL,,,,,274.51,,
PENTOXIFYLLINE,ASPEN PENTOXIFYLLINE,,,,,277.2,,
PENTOXIFYLLINE,DYNA-PENTOXYFILLIN SR,,,,,277.2,,
PERINDOPRIL/INDAPAMIDE,ACESYL CO,,,,,103.3,,
PERINDOPRIL/INDAPAMIDE,ARIPREL PLUS,,,,,103.3,,
PERINDOPRIL/INDAPAMIDE,CIPLASYL PLUS,,,,,103.3,,
PERINDOPRIL/INDAPAMIDE,CIRCATOR PLUS,,,,,103.3,,
PERINDOPRIL/INDAPAMIDE,COVERSYL PLUS,,,,,103.3,,
PERINDOPRIL/INDAPAMIDE,PEARINDA PLUS,,,,,103.3,,
PERINDOPRIL/INDAPAMIDE,PERINDOPRIL CO UNICORN,,,,,103.3,,
PERINDOPRIL/INDAPAMIDE,PREXUM PLUS,,,,,103.3,,
PERINDOPRIL/INDAPAMIDE,SPEC-PERINDOPRIL PLUS,,,,,103.3,,
PERINDOPRIL/INDAPAMIDE,VECTORYL PLUS,,,,,103.3,,
PERINDOPRIL/INDAPAMIDE,COVERSYL PLUS,,,,,121.11,,
PERINDOPRIL/INDAPAMIDE,PREXUM PLUS,,,,,121.11,,
PERINDOPRIL/INDAPAMIDE*,ACESYL CO,,,,,213.71,,
PERINDOPRIL/INDAPAMIDE*,PRETERAX,,,,,213.71,,
PERINDOPRIL/INDAPAMIDE*,SPEC-PERINDOPRIL,,,,,213.71,,
PERINDOPRILTERBUTYLAMINE,BINDACE (NAMIBIA ONLY),,,,,119.65,,
PERINDOPRILTERBUTYLAMINE,CIPLA-PERINDOPRIL,,,,,119.65,,
PERINDOPRILTERBUTYLAMINE,CIPLASYL,,,,,119.65,,
PERINDOPRILTERBUTYLAMINE,CIRCATOR,,,,,119.65,,
PERINDOPRILTERBUTYLAMINE,PEARINDA,,,,,119.65,,
PERINDOPRILTERBUTYLAMINE,PERINDOPRIL UNICORN,,,,,119.65,,
PERINDOPRILTERBUTYLAMINE,REPREX,,,,,119.65,,
PERINDOPRILTERBUTYLAMINE,SPEC-PERINDOPRIL,,,,,119.65,,
PERINDOPRILTERBUTYLAMINE,VECTORYL,,,,,119.65,,
PERINDOPRILTERBUTYLAMINE,ACESYL,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,ACTI-PREX,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,BINDACE,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,CIPLA-PERINDOPRIL,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,CIPLASYL,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,CIRCATOR,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,COVERSYL,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,PEARINDA,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,PERINDOPRIL UNICORN,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,PREXUM,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,RAN-PERINDOPRIL,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,REPREX,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,SPEC-PERINDOPRIL,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,VECTORYL,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,ZYACE,,,,,67.92,,
PERINDOPRILTERBUTYLAMINE,COVERSYL,,,,,238.89,,
PERINDOPRILTERBUTYLAMINE,PREXUM,,,,,238.89,,
PHENOBARBITONE,LETHYL,,,,,189.33,,
PHENOBARBITONE,SEDABARB,,,,,189.33,,
PHENOXYMETHYLPENICILLIN,ATHLONE PHENOXYMETHYLPENICLLIN,,,,,10.18,,
PHENOXYMETHYLPENICILLIN,BETAPEN,,,,,10.18,,
PHENYLEPHRINE/NAPHAZOLINE,ENT DROPS,,,,,17.36,,
PHENYLEPHRINE/NAPHAZOLINE,ENT SPRAY,,,,,17.36,,
PHENYLEPHRINE/NAPHAZOLINE,JACKS THICK NOSE DROPS,,,,,17.36,,
PHENYLEPHRINE/NAPHAZOLINE,NASDRO,,,,,17.36,,
PHENYLEPHRINE/NAPHAZOLINE,NAZO-EZZE DOSE DROPS,,,,,17.36,,
PHENYLEPHRINE/NAPHAZOLINE,SINUCON NASAL,,,,,17.36,,
PHENYLEPHRINE/NAPHAZOLINE,RINOL NASAL DROPS,,,,,17.36,,
PHENYLEPHRINE/NAPHAZOLINE,TERINE NASAL,,,,,17.36,,
PHENYLEPHRINE/NAPHAZOLINE,UNIVERSAL NOSE DROPS,,,,,17.36,,
PHENYTOIN SODIUM,EPANUTIN,,,,,54.09,,
PHENYTOIN SODIUM,PHENYTOIN SODIUM,,,,,54.09,,
PHENYTOIN SODIUM*,EPANUTIN,,,,,3 530.78,,
PHENYTOIN SODIUM*,PHLEXY,,,,,3 530.78,,
PIOGLITAZONE,CIPLA PIOGLITAZONE,,,,,88.17,,
PIOGLITAZONE,PIOGLITAZONE HCL MACLEODS,,,,,88.17,,
PIOGLITAZONE,CIPLA PIOGLITAZONE,,,,,147.65,,
PIOGLITAZONE,PIOGLITAZONE HCL MACLEODS,,,,,147.65,,
PIPERACILLIN/TAZOBACTRAM,CAPLIN,,,,,56.33,,
PIPERACILLIN/TAZOBACTRAM,CURITAZ,,,,,56.33,,
PIPERACILLIN/TAZOBACTRAM,LITHA  PIPERACILLIN,,,,,56.33,,
PIPERACILLIN/TAZOBACTRAM,RAZOBIN,,,,,56.33,,
PIPERACILLIN/TAZOBACTRAM,TAZOBAX,,,,,56.33,,
PIPERACILLIN/TAZOBACTRAM,TAZOCIN,,,,,56.33,,
PIROXICAM,BREXECAM,,,,,34.17,,
PIROXICAM,PIROXICAM ACTOR,,,,,34.17,,
PIROXICAM,PIXICAM DIS,,,,,34.17,,
PIROXICAM,PYROCAPS,,,,,34.17,,
PIROXICAM,RHEUGESIC,,,,,34.17,,
PIROXICAM,ROXIFEN,,,,,34.17,,
PIROXICAM,XYCAM,,,,,34.17,,
PIROXICAM,XYCAM DISPERS,,,,,34.17,,
POTASSIUM CHLORIDE,BIOGEN POTASSIUM SLOW RELEASE,,,,,614.19,,
POTASSIUM CHLORIDE,PLENISH K,,,,,614.19,,
POTASSIUM CHLORIDE,PLENISH K,,,,,614.19,,
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE UNICORN,,,,,614.19,,
POTASSIUM CHLORIDE,SANDOZ K-600,,,,,614.19,,
POTASSIUM CHLORIDE,ULTIPOT,,,,,614.19,,
POVIDONE IODINE,BETADINE MOUTHWASH,,,,,29.64,,
POVIDONE IODINE,DERMADINE ORAL GARGLE,,,,,29.64,,
POVIDONE IODINE,PODINE MOUTHWAH,,,,,29.64,,
POVIDONE IODINE,SEPTADINE ORAL ANTIS,,,,,29.64,,
POVIDONE-IODINE,BARRS POVIDONE,,,,,24.85,,
POVIDONE-IODINE,BARRS POVIDONE-IODINE,,,,,24.85,,
POVIDONE-IODINE,BETADINE OINTMENT,,,,,24.85,,
POVIDONE-IODINE,DERMADINE,,,,,24.85,,
POVIDONE-IODINE,PODINE,,,,,24.85,,
POVIDONE-IODINE,SEPTADINE OINTMENT,,,,,24.85,,
POVIDONE-IODINE,BETADINE FIRST AID CREAM,,,,,172.2,,
POVIDONE-IODINE,BIOCREAM,,,,,172.2,,
POVIDONE IODINE,BETADINE ANTISEPTIC,,,,,112.1,,
POVIDONE IODINE,DISMED POVIDONE IODINE,,,,,112.1,,
POVIDONE IODINE,FABUDINE (NAM),,,,,112.1,,
POVIDONE IODINE,PVP SOLUTION,,,,,112.1,,
PRAMIPEXOLE*,MYLAN PRAMIPEXOLE,,,,,391.93,,
PRAMIPEXOLE*,OXPOLA,,,,,391.93,,
PRAMIPEXOLE*,PAZORAM,,,,,391.93,,
PRAMIPEXOLE*,PEXASP,,,,,391.93,,
PRAMIPEXOLE*,PEXOLA,,,,,391.93,,
PRAMIPEXOLE*,PRAMEX,,,,,391.93,,
PRAMIPEXOLE*,OXPOLA,,,,,777.66,,
PRAMIPEXOLE*,OXPOLA,,,,,777.66,,
PRAMIPEXOLE*,PAZORAM,,,,,777.66,,
PRAMIPEXOLE*,PEXASP,,,,,777.66,,
PRAMIPEXOLE*,PEXOLA,,,,,777.66,,
PRAMIPEXOLE*,PRAMEX,,,,,777.66,,
PRAMIPEXOLE*,MYLAN PRAMIPEXOLE,,,,,1 467.85,,
PRAMIPEXOLE*,OXPOLA,,,,,1 467.85,,
PRAMIPEXOLE*,PAZORAM,,,,,1 467.85,,
PRAMIPEXOLE*,PEXASP,,,,,1 467.85,,
PRAMIPEXOLE*,PEXOLA,,,,,1 467.85,,
PRAVASTIN SODIUM,ASPEN PRAVASTIN,,,,,195.45,,
PRAVASTIN SODIUM,PIXETA,,,,,195.45,,
PRAVASTIN SODIUM,SANDOZ PRAVASTATIN,,,,,195.45,,
PRAVASTIN SODIUM,ASPEN PRAVASTIN,,,,,249.59,,
PRAVASTIN SODIUM,PIXETA,,,,,249.59,,
PRAVASTIN SODIUM,SANDOZ PRAVASTATIN,,,,,249.59,,
PRAVASTIN SODIUM,ASPEN PRAVASTIN,,,,,291.54,,
PRAVASTIN SODIUM,PIXETA,,,,,291.54,,
PRAVASTIN SODIUM,SANDOZ PRAVASTATIN,,,,,291.54,,
PRAZIQUANTEL*,BILTRICIDE,,,,,390.28,,
PRAZIQUANTEL*,CYSTICIDE,,,,,390.28,,
PREDNISOLONE,ADCO PREDNISOLONE,,,,,109,,
PREDNISOLONE,ASPELONE,,,,,109,,
PREDNISOLONE,PRELONE 15MG/5ML,,,,,109,,
PREDNISOLONE,BE-TABS PREDNISONE,,,,,270.48,,
PREDNISOLONE,LENISOLONE,,,,,270.48,,
PREDNISOLONE,PANAFCORT,,,,,270.48,,
PREDNISOLONE,PRELONE,,,,,270.48,,
PREDNISOLONE,TROLIC,,,,,270.48,,
PREGABALIN,LYRICA,,,,,104.35,,
PREGABALIN,NUBACAP,,,,,104.35,,
PREGABALIN,NURIKA,,,,,104.35,,
PREGABALIN,PREGABALIN MYLAN,,,,,104.35,,
PREGABALIN,LYRICA,,,,,184,,
PREGABALIN,NUBACAP,,,,,184,,
PREGABALIN,NURIKA,,,,,184,,
PREGABALIN,PREGA 75 (NAMIBIA),,,,,184,,
PREGABALIN,PREGABALIN MYLAN,,,,,184,,
PREGABALIN,PREGASAFE,,,,,184,,
PREGABALIN,LYRICA,,,,,284,,
PREGABALIN,NUBACAP,,,,,284,,
PREGABALIN,NURIKA,,,,,284,,
PREGABALIN,PREGA 150 (NAMIBIA),,,,,284,,
PREGABALIN,PREGABALIN MYLAN,,,,,284,,
PREGABALIN,PREGASAFE,,,,,284,,
PROCHLORPERAZINE,MITIL,,,,,210.88,,
PROCHLORPERAZINE,SCRIPTO-METIC,,,,,210.88,,
PROCHLORPERAZINE,STEMETIL,,,,,210.88,,
PROMETHAZINE HCL,PHENERGAN 1ML,,,,,78.4,,
PROMETHAZINE HCL,PROMETHAZINE HCL-FRES 1ML,,,,,78.4,,
PROMETHAZINE HCL,BIOHIST,,,,,15.12,,
PROMETHAZINE HCL,BRUNAZINE,,,,,15.12,,
PROMETHAZINE HCL,LENAZINE ELIXIR,,,,,15.12,,
PROMETHAZINE HCL,PROHIST,,,,,15.12,,
PROPRANOLOL HCL*,INDERAL,,,,,96.77,,
PROPRANOLOL HCL*,INDOBLOK,,,,,96.77,,
PROPRANOLOL HCL*,PROPRANOLOL (NAMIBIA),,,,,96.77,,
PROPRANOLOL HCL,INDOBLOK,,,,,29.51,,
PROPRANOLOL HCL,PROPRANOLOL (NAMIBIA),,,,,29.51,,
PROPRANOLOL HCL,PURBLOKA,,,,,29.51,,
PSEUDOEPHEDRINE HCL,ADCO-SUFEDRIN,,,,,35.88,,
PSEUDOEPHEDRINE HCL,SINU-MED,,,,,35.88,,
PSEUDOEPHEDRINE HCL,SUDAFED SINUS,,,,,35.88,,
PSEUDOEPHEDRINE/CODEINE/TRIPROLIDINE,ACTIFED CO LINCTUS,,,,,18.87,,
PSEUDOEPHEDRINE/CODEINE/TRIPROLIDINE,ADCO-TUSSEND,,,,,18.87,,
PSEUDOEPHEDRINE/CODEINE/TRIPROLIDINE,FLUDACTIL CO LINCT,,,,,18.87,,
PSEUDOEPHEDRINE/DEXTRO/TRIPROLIDENE,MEDIFED LINCTUS SOLN,,,,,30.2,,
PSEUDOEPHEDRINE/DEXTRO/TRIPROLIDENE,SINUCLEAR,,,,,30.2,,
PSEUDOEPHEDRINE/TRIPROLIDINE,ACTIFED COLD,,,,,26.82,,
PSEUDOEPHEDRINE/TRIPROLIDINE,BETAFED,,,,,26.82,,
PSEUDOEPHEDRINE/TRIPROLIDINE,DECOFED,,,,,26.82,,
PSEUDOEPHEDRINE/TRIPROLIDINE,FLUSIN SINUS,,,,,26.82,,
PSEUDOEPHEDRINE/TRIPROLIDINE/COD/GUA,ACUTUSSIVE PAED,,,,,19.09,,
PSEUDOEPHEDRINE/TRIPROLIDINE/COD/GUA,LINCTIFED WET COUGH CH,,,,,19.09,,
PSEUDOEPHEDRINE/TRIPROLIDINE/COD/GUA,TRIFEN PAED,,,,,19.09,,
PSEUDOEPHEDRINE/TRIPROLIDINE/COD/GUA,LINCTIFED WET COUGH REG,,,,,25.39,,
PSEUDOEPHEDRINE/TRIPROLIDINE/COD/GUA,TRIFEN ADULT,,,,,25.39,,
PYRAZINAMIDE,PYRAZIDE,,,,,39.01,,
PYRAZINAMIDE,PYRAZINAMIDE JENAPHARM,,,,,39.01,,
PYRAZINAMIDE,SANDOZ PYRAZINAMIDE,,,,,39.01,,
QUETIAPINE,DOPAQUEL,,,,,291.09,,
QUETIAPINE,KIZOFRIN,,,,,291.09,,
QUETIAPINE,MYLAN QUETIAPINE,,,,,291.09,,
QUETIAPINE,PSYQUET,,,,,291.09,,
QUETIAPINE,QUETIAPINE BIOTECH,,,,,291.09,,
QUETIAPINE,QUETOSER,,,,,291.09,,
QUETIAPINE,SEREZ,,,,,291.09,,
QUETIAPINE,SEROQUEL,,,,,291.09,,
QUETIAPINE,SIZONORM,,,,,291.09,,
QUETIAPINE,SPEC-QUETIAPINE,,,,,291.09,,
QUETIAPINE,TRUVALIN,,,,,291.09,,
QUETIAPINE,ZIMBIQUET,,,,,291.09,,
QUETIAPINE,DOPAQUEL,,,,,542.55,,
QUETIAPINE,KIZOFRIN,,,,,542.55,,
QUETIAPINE,MYLAN QUETIAPINE,,,,,542.55,,
QUETIAPINE,PSYQUET,,,,,542.55,,
QUETIAPINE,QUETIAPINE BIOTECH,,,,,542.55,,
QUETIAPINE,QUETOSER,,,,,542.55,,
QUETIAPINE,SEREZ,,,,,542.55,,
QUETIAPINE,SEROQUEL,,,,,542.55,,
QUETIAPINE,SIZONORM,,,,,542.55,,
QUETIAPINE,SPEC-QUETIAPINE,,,,,542.55,,
QUETIAPINE,TRUVALIN,,,,,542.55,,
QUETIAPINE,ZIMBIQUET,,,,,542.55,,
QUETIAPINE,DOPAQUEL,,,,,520.75,,
QUETIAPINE,KIZOFRIN,,,,,520.75,,
QUETIAPINE,MYLAN QUETIAPINE,,,,,520.75,,
QUETIAPINE,PSYQUET,,,,,520.75,,
QUETIAPINE,QUETIAPINE BIOTECH,,,,,520.75,,
QUETIAPINE,QUETOSER,,,,,520.75,,
QUETIAPINE,SEREZ,,,,,520.75,,
QUETIAPINE,SEROQUEL,,,,,520.75,,
QUETIAPINE,SIZONORM,,,,,520.75,,
QUETIAPINE,SPEC-QUETIAPINE,,,,,520.75,,
QUETIAPINE,TRUVALIN,,,,,520.75,,
QUETIAPINE,ZIMBIQUET,,,,,520.75,,
QUETIAPINE,DOPAQUEL,,,,,588.31,,
QUETIAPINE,KIZOFRIN,,,,,588.31,,
QUETIAPINE,MYLAN QUETIAPINE,,,,,588.31,,
QUETIAPINE,PSYQUET,,,,,588.31,,
QUETIAPINE,QUETIAPINE BIOTECH,,,,,588.31,,
QUETIAPINE,QUETOSER,,,,,588.31,,
QUETIAPINE,SEREQUEL,,,,,588.31,,
QUETIAPINE,SEREZ,,,,,588.31,,
QUETIAPINE,SIZONORM,,,,,588.31,,
QUETIAPINE,SPEC-QUETIAPINE,,,,,588.31,,
QUETIAPINE,TRUVALIN,,,,,588.31,,
QUETIAPINE,ZIMBIQUET,,,,,588.31,,
QUINAPRIL HCL,ACCUMAX,,,,,45.42,,
QUINAPRIL HCL,ACCUPRIL,,,,,45.42,,
QUINAPRIL HCL,ACCUMAX,,,,,72.03,,
QUINAPRIL HCL,ACCUPRIL,,,,,72.03,,
QUINAPRIL/HYDROCHLOROTHIAZIDE,ACCUMAX CO,,,,,88.61,,
QUINAPRIL/HYDROCHLOROTHIAZIDE,ACCURETIC,,,,,88.61,,
QUINAPRIL/HYDROCHLOROTHIAZIDE,AURO QUINAPRIL CO,,,,,88.61,,
QUINAPRIL/HYDROCHLOROTHIAZIDE,ACCUMAX CO,,,,,133.95,,
QUINAPRIL/HYDROCHLOROTHIAZIDE,ACCURETIC,,,,,133.95,,
QUINAPRIL/HYDROCHLOROTHIAZIDE,AURO QUINAPRIL CO,,,,,133.95,,
RABEPRAZOLE*,PARIET,,,,,204.2,,
